id,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
1847,french roll,105,1.6,0.4,0.7,0.3,19.1,0.1,3.3,1.2,0,0.2,13.2,0,0.2,70,0,0.1,1.7,0.2,87,0,0,0.1,88,34.6,48,1,7.6,0.2,31.9,43.3,67,0.3,60.8
1848,oat bran dinner roll,78,1.5,0.2,0.5,0.5,13.3,2.2,3.1,1.4,0,0.1,14.5,0,0.1,76,0,82,1.6,0.1,21,0,0,0.2,45,28.1,4,1.4,10.9,0.2,38,39.9,67,0.3,48.8
1849,pecan shortbread cookies,76,4.6,1.1,2.6,0.6,8.2,0,0.7,0.3,4.6,2,0.5,78,34,16,0,100,0.3,77,65,0,0,0,0,4.2,84,0.3,2.5,52,11.9,10.2,2,100,18349
1850,oatmeal cookies,113,4.5,1.1,2.5,0.6,17.2,6.2,1.6,0.7,0,0.1,1.4,1,3,51,0,44,0.6,76,59,0.1,0,46,70,9.3,29,0.6,8.3,0.2,34.5,35.5,44,0.2,34069
1851,chocolate wafers,485,15.9,4.7,5.4,4.7,81.1,33.2,7.4,3.8,2.2,0.8,5,89,0.2,38,37,0.3,3.2,0.4,71,0,0,0.8,39,34.7,0.5,4.5,59.4,0.8,147.8,235.2,48,1.2,147442
1852,vanilla wafers low fat,353,12.2,3.1,5.2,3.1,58.9,30,4,1.5,40.8,0.3,4.1,37,0.2,45,28,0.3,2.5,0.3,27,0,0,0.2,82,38.4,36,1.9,11.2,0.2,83.2,77.6,1,0.3,116995
1853,chocolate chip cookies mcdonalds,136,6.4,3.2,1.7,0.4,18.7,9.6,1.6,0.6,18.4,58,1.2,3,63,46,82,51,0.6,0.2,30,0,0,0.2,0,9.6,12,1.1,11.3,0.2,29.7,54.9,0,0.2,38.09
1854,gingersnap cookies,29,0.7,0.2,0.4,62,5.4,1.4,0.4,0.2,0,12,0.4,0,26,0,0,7,0.2,16,90,0,0,70,63,5.4,21,0.4,3.4,0.1,5.8,24.2,79,60,12.5
1855,biscotti abbracci mulino bianco,54,2.6,1.6,6.8,2.6,0.8,51,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
1856,chocolate chip cookie,63,2.8,1.4,1,0.3,9.3,5.3,0.5,0.3,0,47,1.4,13,0,93,95,0,68,0.3,68,52,0,0,0.2,36,2.4,49,0.6,4.1,26,8.7,18.5,34,13122
1857,brownie,243,9.8,2.5,5.4,0.4,38.3,22,2.9,1.3,10.2,0.2,8.2,20,0.2,46,98,0.1,1,0.3,92,0,0,98,48,17.4,0,1.4,18.6,0.1,60.6,89.4,53,0.4,71166
1858,shortbread cookies,40,1.9,0.5,1.1,0.3,5.2,1.2,0.5,0.1,1.6,97,0.3,18,23,50,53,23,0.3,11,27,0,10,63,42,2.8,73,0.2,1.4,13,8.6,8,33,5,10729
1859,oatmeal cookies with raisins,65,2.4,0.5,1,0.8,10.3,0,1,0,5,22,1,96,15,69,37,88,0.2,53,6,78,0,0,0,15,31,0.4,6.3,0.1,24.2,35.9,16,0.1,29198
1860,peanut butter sandwich cookies,67,3,0.7,1.6,0.5,9.2,5,1.2,0.3,0,98,0.4,39,17,38,33,33,0.5,0.1,68,93,0,0.3,100,7.4,12,0.4,6.9,0.1,26.3,26.9,60,0.1,21624
1861,sugar cookies,72,3.2,0.8,1.8,0.4,10.2,5.7,0.8,0.1,7.7,7,0.7,39,35,28,19,30,0.4,42,52,91,97,73,58,3.2,34,0.3,1.8,73,12,9.5,52,24,17981
1862,chocolate covered graham crackers,68,3.2,1.8,1.1,0.1,9.3,5.8,0.8,0.4,0,67,0.4,16,17,19,0,97,0.3,4,95,0,0,62,71,8.1,19,0.5,8.1,0.1,18.8,29.3,33,0.1,22313
1863,raisin cookies,60,2,0.5,1.1,0.3,10.2,7.1,0.6,0.2,0.3,77,2,8,31,74,0,82,0.3,46,44,100,0,0.3,86,6.9,40,0.3,3.2,1,12.5,21,39,34,20215
1864,vanilla wafers,28,1.2,0.3,0.7,0.1,4.3,0,0.3,0.1,0,45,0.3,0,71,67,0,57,0.2,13,90,0,0,0,0,1.5,28,0.1,0.7,38,3.8,6.4,36,60,7.5
1865,graham crackers,355,8.5,1.3,3.4,3.2,64.5,26.1,5.8,2.4,0,0.4,3.7,0,0.2,13,0,0.3,3.5,0.5,47,0,0,0.3,84,20.2,0.2,3.1,25.2,0.7,87.4,113.4,98,0.7,104.5
1866,peanut butter cookies,95,4.8,0.9,2.2,1.4,11.8,0,1.8,0,6.2,0.1,1.2,66,44,92,23,60,0.7,25,79,32,0,0,0,7.8,75,0.4,7.8,0.1,23.2,46.2,62,0.2,26738
1867,vanilla sandwich cookie,72,3,0.4,1.3,1.1,10.8,5.9,0.7,0.2,0,44,0.3,0,96,36,0,80,0.4,36,85,0,0,0.2,85,4.1,53,0.3,2.1,80,11.3,13.7,64,51,19.1
1868,sugar wafers with creme filling,51,2.3,1.2,0.8,0.3,7.1,4.3,0.4,0.2,0,60,0.2,0,16,69,0,31,0.2,30,51,0,0,0.3,59,2.7,19,0.4,1.6,52,7.3,11.8,85,74,13.1
1869,cheese puffs,197,12.8,1.9,3.8,6.9,18.6,1.1,2.1,0.6,2.5,0.3,0.6,12,10,39,35,65,1.6,0.3,92,0,0,1.5,43,20,38,0.7,6.3,33,44.8,66.2,31,0.2,54854
1870,saltine crackers,13,0.3,97,98,0.1,2.2,63,0.3,22,0,67,0.1,37,0,75,97,33,94,0.2,17,62,0,0,71,59,0.6,25,0.2,0.8,88,3.3,4.8,39,3081
1871,trail mix,139,8.8,1.7,3.8,2.9,13.5,0,4.1,0,0,14,2.8,0,0.1,2,0,27,1.4,0.3,77,0.4,0,0,0,23.4,0.3,0.9,47.4,0.3,103.5,205.5,0,1,51.1
1872,corn cones,144,7.6,6.4,0.5,0.2,17.8,0,1.6,0.3,0,0.3,0.6,0,97,79,0,32,0.4,11,95,0,0,0,0,0.8,52,0.7,3.1,13,12.5,22.9,50,32,28.8
1873,chocolate pretzels,50,1.8,0.8,0.6,0.2,7.8,0,0.8,0,0,37,0.3,0,68,94,0,78,3,33,52,76,0,0,0,8.1,81,0.2,4.5,71,16,24.8,0,0.1,18726
1874,french toast sticks,73,3.8,0.9,2.1,0.6,8.9,2.1,1.3,0.3,0,1,7.3,0,79,41,0,75,0.6,27,85,0,0,0.2,40,11.4,36,0.4,4.1,29,18.8,24,66,0.1,26.1
1875,crackers,82,4.2,0.9,1,2.1,9.8,1.3,1.1,0.4,0,0.1,0.5,0.2,0,81,79,0,52,0.7,67,87,0,0,0.5,36,19.2,11,0.6,2.9,76,39.7,18.9,53,15764
1876,sesame sticks,54,3.7,0.6,1.1,1.7,4.7,84,1.1,0.3,0,90,0.2,0,25,6,0,45,0.2,33,18,0,0,0.4,43,17,80,55,4.5,68,13.8,17.7,21,0.1,26.81
1877,cheese crackers,34,1.6,0.4,0.4,0.7,4.2,0.3,0.8,0.2,0.2,65,0.2,50,56,39,95,28,30,0.4,65,9,0,0,0.2,26,9.5,32,0.3,1.8,75,14,10.9,31,7053
1878,oriental rice cracker mix,143,7.2,1.1,2.8,3,14.6,0.8,4.9,3.7,0,0.1,0.7,0,33,38,0,83,0.9,0.1,26,37,0,1.6,68,15.3,69,0.7,33.4,0.4,74.1,92.8,67,0.8,46416
1879,breadsticks,103,2.4,0.4,0.9,0.9,17.1,0.3,3,0.8,0,0.2,1.5,0,0.1,22,0,0.1,1.3,0.1,15,0,0,0.3,38,5.5,58,1.1,8,0.1,30.3,31,92,0.2,29.9
1880,milk crackers,50,1.7,0.3,0.7,0.6,7.7,1.8,0.8,0.2,1.2,95,0.5,73,78,56,90,90,0.5,32,55,17,0,0.1,16,18.9,10,0.4,2.4,54,33.3,12.5,97,22,29845
1881,matzo crackers whole wheat,98,0.4,5,19,0.2,22.1,0,3.7,3.3,0,2,1.3,0,0.1,88,0,13,1.5,0.3,78,0,0,0,0,6.4,79,1.3,37.5,1,85.4,88.5,40,0.7,37.2
1882,matzo crackers with egg,109,0.6,0.2,0.2,0.1,22,0,3.4,0.8,23.2,57,1.8,77,0.2,41,6,0.2,1.4,0.1,39,70,0,0,0,11.2,69,0.8,6.7,0.2,41.4,42,48,0.2,38972
1883,granola bites,23,0.9,0.5,0.2,0.1,3.3,1.5,0.4,0.3,0,67,0.4,0,44,13,20,30,23,0.1,41,86,44,0,0.1,15,2.1,74,24,3.5,17,10.8,14.3,16,5042
1884,crackers whole wheat,120,4,0.6,0.9,1.9,19.5,0.3,3,2.9,0,0.2,0.8,0,74,68,0,11,1.3,0.2,74,0,0,0.4,75,10.1,0.1,0.9,30.8,0.6,92.7,96.6,73,0.7,40.4
1885,tropical trail mix,619,23.9,11.9,3.5,7.2,91.8,0,8.8,0,0,0.1,12.6,0,0.6,99,0,0.2,2.1,1.7,0.5,10.6,0,0,0,79.8,0.7,3.7,134.4,1.4,260.4,992.6,0,1.6,218.6
1886,soft pretzels,389,3.6,0.8,1.2,1.1,79.8,0.3,9.4,2,3.5,0.9,17.3,0,0.5,79,0,0.3,4.9,0,2,0,0,0.6,71,26.5,0.1,4.5,24.2,0,90.9,101.2,30,1.1,125.8
1887,corn tostada shell,58,2.9,0.9,0.9,1,7.9,0,0.8,0.7,0,84,0.4,0,80,0,0,27,0.2,85,31,0,0,0,0,9.3,42,0.2,9.3,31,25,29.2,28,0.2,21.8
1888,matzo crackers,111,0.4,30,45,0.2,23.4,98,2.8,0.8,0,0,1.2,0,0.1,77,0,13,1.1,0.1,78,0,0,26,47,3.6,10,0.9,7,0.2,24.9,31.4,22,0.2,31.9
1889,sesame crunch,9,0.6,96,0.2,0.3,0.9,0.6,0.2,0.1,0,27,73,0,61,51,0,15,25,49,13,0,0,2,0,11.5,96,19,4.5,55,7.4,5.5,33,13,13351
1890,trail mix with chocolate chips,707,46.6,8.9,19.8,16.5,65.6,0,20.7,0,5.8,0.2,9.6,0,0.6,10,0,0.3,6.4,1.4,0.4,1.9,0,0,0,159.1,1.2,4.9,235.1,1.6,565,946.1,0,4.6,298.8
1891,cracker meal,440,2,0.3,0.2,0.8,93,0.4,10.7,3,0,78,8.7,0,0.8,0.2,0,0.5,6.6,0.5,17,0,0,0.5,53,26.5,0.3,5.3,27.6,1.1,119.6,132.3,86,0.8,140.5
1892,puffed rice,153,0.2,37,0,0,34.1,0,2.4,0.6,0,53,1.1,0,1,93,0,0.7,13.4,0.1,55,0,0,0,0,2.3,20,12,9.5,0.6,37.2,42.9,94,0.4,51.6
1893,filinchen gutena,19,0.2,56,3.6,31,0.5,28,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
1894,melba toast crackers,117,1,0.1,0.2,0.4,23,0.3,3.6,1.9,0,0.2,1.5,0,0.1,55,0,71,1.2,0.2,87,0,0,0.1,29,27.9,46,1.1,17.7,0.3,58.8,60.6,42,0.6,58.5
1895,matzo crackers with egg onion,109,1.1,0.3,0.3,0.3,21.6,0,2.8,1.4,12.6,52,2,62,0.2,69,18,0.1,1.4,0.2,36,26,0,0,0,10.1,13,1.2,8.4,0.2,24.9,23.2,66,0.2,38316
1896,cornnuts,126,4.4,0.7,2.7,0.9,20.3,0.2,2.4,2,0,0.2,0.4,0,24,0,0,15,0.5,0.1,94,0,0,0.6,97,2.5,1,0.5,32,0.1,77.8,78.7,64,0.5,32.1
1897,bagel chips,789,26.5,12,10.6,3.6,116.1,10.5,21.6,7.2,0,0.4,8.8,0,0.9,0.2,0,0.6,13.4,0.8,0.2,0,0,1.4,31,42,0.3,8.8,68.3,1.2,229.3,245,30,1.8,222.2
1898,pretzels,115,0.9,0.1,0.2,0.4,24.1,0.7,3,1,0,0.4,0.9,37,0,0.1,84,0,26,1.6,0.1,84,0.6,0,0.1,10,8.1,80,1.4,8.7,0.3,38.4,66.9,10,29214
1899,potato raw,164,0.2,28,63,71,37.2,1.7,4.3,4.7,0,72,169,0,0.2,2,0,20,2.2,0.6,0.6,42,0,59,43,25.6,0.2,1.7,49,0.3,121.4,896.7,79,0.6,115.7
1900,gatto di patate home made,202,9.4,4.6,21,9.4,4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4
1901,baked potato,161,0.2,74,86,0.1,36.6,2,4.3,3.8,0,97,129.6,0,0,0.1,1,0,56,2.4,0.7,0.5,16.6,0,34,57,26,0.2,1.9,48.4,0.4,121.1,925.6,28,45667
1902,potato sticks,188,12.4,3.2,2.2,6.4,19.2,6,2.4,1.2,0,0.2,0.8,0,41,43,0,62,1.7,0.1,0.1,17,0,3.3,89,6.5,0.1,0.8,23,0.2,61.9,445.3,42,0.4,59.5
1903,potato cooked,52,6,3,27,71,12.1,0.5,1.1,1.2,0,35,46.2,0,26,82,0,29,0.9,0.3,0.2,7.8,0,43,42,3,0.1,0.2,13.2,44,26.4,227.4,22,0.2,25487
1904,vivaldi potatoes sainsburys,23,0.1,5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
1905,potato ham chowder soup,192,12.5,3.9,5.9,0.8,13.4,0,6.5,1.4,21.6,0.9,204.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,35.5
1906,russet potato raw,292,0.3,60,61,0.2,66.7,2.3,7.9,4.8,0,68,290,0,0.3,56,0,0.1,3.8,1.1,1.3,21,0,97,83,48,0.4,3.2,84.9,0.6,203,1538.70,55,1.1,151.9
1907,russet potato baked,290,0.4,0.1,56,0.2,64.1,3.2,7.9,6.9,0,84,222.6,0,0.2,61,0,0.1,4,1.1,1.1,24.8,0,0.2,84,53.8,0.3,3.2,89.7,0.7,212.3,1644.50,10,1,161.1
1908,french fries,13,0.4,10,0.3,67,2.2,88,0.2,0.2,0,56,5.9,0,43,19,0,42,0.2,76,85,1.5,0,61,86,0.8,28,76,1.9,22,7.4,36.3,0,18,5362
1909,potato scalloped,216,9,5.5,2.5,0.4,26.4,0,7,4.7,29.4,0.8,198.3,0,0.2,18,0,0.2,2.6,1.3,0.4,26,0,0,0,139.7,0.4,1.4,46.6,0.4,154.4,926.1,64,1,214.2
1910,cottage fries,11,0.4,84,0.2,55,1.9,19,0.2,0.2,0,58,4.4,0,26,63,0,86,0.1,3,16,0.8,0,43,76,0.9,53,25,1.9,86,6.7,32.5,60,27,4413
1911,mashed potatoes,215,6.8,1.4,1.7,3.2,35.5,1.2,4,3.1,0,0.7,192.7,79,23,13,49,5,2.6,0,0.3,0,0,1,78,43.6,60,0.8,36.3,0.2,142.8,692.1,55,0.5,93836
1912,mashed potato with milk and butter,237,8.9,5.5,2.2,0.4,35.3,3,3.9,3.2,23.1,0.7,158.8,26,0.2,23,50,69,2.3,1,0.5,12.6,80,0.3,33,50.4,0.3,0.5,37.8,0.2,94.5,596.4,74,0.6,114854
1913,red potato raw,149,0.3,74,1,0.1,33.9,2.7,4,3.6,0,20,172.4,0,0.2,26,0,60,2.4,0.6,0.4,18.3,0,3,51,21.3,0.3,1.6,46.9,0.3,129.9,969.2,22,0.7,83.0
1914,potato pancake,59,3.2,0.5,0.8,1.7,6.1,0.4,1.3,0.7,20.9,0.2,10.5,98,85,96,4,98,0.4,0.2,52,6.1,91,55,24,7,43,0.4,7.9,6,28.2,136.8,72,0.2,24864
1915,potato puffs,243,11,2.3,7.7,0.6,35.5,0.3,2.6,3.2,0,0.6,76.4,0,0.2,19,0,49,1.9,0.4,0.2,8.1,0,0.3,1,17.9,10,0.8,21.8,0.2,131.8,399.4,18,0.4,79.1
1916,red potato baked,74,0.1,8,78,4,16.7,1.2,2,1.5,0,37,65.2,0,0,97,34,0,46,1.4,0.3,0.2,10.7,0,66,75,7.7,0.1,0.6,23.8,0.1,61.2,463.3,0,20689
1917,potatoes canned,132,0.3,98,21,0.1,29.7,0,3.6,4.2,0,0.7,263.5,0,0.1,11,0,15,2.7,0.5,0.4,22.8,0,0,0,117,0.2,2.2,42,0.2,66,615,49,1.2,179.8
1918,potato skin raw,22,99,93,8,70,4.7,0,1,1,0,53,31.7,0,55,31,0,24,0.4,0.1,38,4.3,0,0,0,11.4,0.2,1.2,8.7,0.2,14.4,156.9,96,0.1,23697
1919,shoestring french fries,4,0.1,59,83,60,0.7,62,99,99,0,55,1.2,0,8,4,0,92,75,3,48,0.3,0,22,48,0.3,57,52,0.5,57,2.4,10.6,38,53,1604
1920,hash brown potato,144,9,1.3,4.1,3,15.3,0.3,1.4,1.4,0,0.3,26.1,41,0,23,12,0,55,1,0.1,68,2.9,0,1.4,69,10.1,4,0.3,11.1,99,51.9,188.2,43,27245
1921,baked chips lays,130,2,26,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1922,corn chips,162,10,1.3,2.7,4.9,17.2,31,1.9,1.2,0,0.2,0.3,21,66,62,86,0,76,0.3,0.2,73,0,0,2.2,68,41.4,21,0.4,21.6,0.1,58.2,43.2,42,30501
1923,nacho cheese tortilla chips low fat,90,1,0.3,0.4,0.3,18.5,0.8,2.4,1.8,0.6,0.2,0.5,0,58,36,3,39,0.4,48,88,1.6,0,1,88,36.2,40,1.4,28,0.2,69.3,112.1,56,1,62.9
1924,corn chips barbecue,1036,64.7,8.8,18.8,32,111.3,0,13.9,10.3,0,1.5,2.4,0,0.1,14,0,0.4,3.3,0.3,0.5,3.4,0,0,0,259.4,0.3,3,152.5,1.5,409.9,467.3,5,2.1,466.0
1925,corn chips unsalted,490,29.4,3.8,8,15,50.5,1.2,5.8,3.9,0,24,0.9,0,0.1,28,0,0.1,1.3,0,0.2,1.8,0,1.2,26,109.1,0.2,1.5,61.6,0,161.9,162.8,87,0.7,202.0
1926,potato chips fat free,860,1.4,0.3,60,0.6,190.1,8.4,21.9,17,0,1.5,4.5,0,2.5,0.1,0,0.3,14.6,0,1.8,21.1,0,29,6,79.5,0.4,8.1,158.9,0,379.1,3695.60,38,1.7,339.1
1927,sweet chilli kettle baked chips,99,2.2,0.3,16.9,1.2,2.1,0.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
1928,taro chips,11,0.6,0.1,0.1,0.3,1.6,40,49,0.2,0,22,64,0,88,67,0,77,30,100,91,0.1,0,0.3,78,1.4,97,8,1.9,87,3,17.4,80,69,4042
1929,potato chips reduced fat,801,35.4,7.1,8.2,18.6,113.7,0.4,12.1,10,0,0.8,1.7,0,0.4,28,0,0.5,11.9,0.5,1.1,43.7,0,9.3,76,35.7,1,2.3,151.3,0.7,328.1,2964.80,80,0.1,252.9
1930,onion snacks,150,6.8,1.3,4,0.9,19.5,1.4,2.3,1.2,0,0.3,0.6,87,92,10,0,48,1,61,84,0.5,0,0.8,3,8.7,72,1.1,8.4,100,21.6,42.9,2,86,40199
1931,potato chips cheese,843,46.2,14.6,13.1,16.3,98.1,0,14.5,8.8,6.8,0.8,3.1,57,0.3,0,0,0.3,8.5,1.3,0.6,92,0,0,0,122.4,0.4,3.1,127.5,0.8,508.3,2597.60,0,1.5,385109
1932,yuca cassava chips,9,0.4,0.1,0.1,0.1,1.2,6,54,2,0,41,62,0,49,0,0,87,58,60,66,0,0,67,47,0.9,19,99,0.8,83,1.7,14.8,2,78,2621
1933,tortilla chips low fat,117,1.6,0.2,0.5,0.8,22.6,0.2,3.1,1.5,0,0.1,0.5,0,89,52,0,1,0.1,0,3,95,0,0.2,43,45,6,0.5,27.5,0,90,77,87,0.3,74368
1934,ranch flavor tortilla chips,992,48.8,7,14,26.8,124.2,6,14.2,7.9,0,1,6.2,0,93,0,0,0.1,2.6,1.2,0.4,0,0,0,73,265.3,0.2,2.7,172.3,0.7,499,512.8,32,2.8,463.1
1935,potato chips,161,10.4,3.3,3,3.7,15.9,7,2.1,1.4,0,21,0.6,0,86,45,0,6,1.1,1.3,0.2,9.3,0,2.7,20,7.2,0.1,0.5,20.1,0.2,49.5,382.5,99,0.3,46.8
1936,tortilla chips,142,6.2,0.8,1.7,3.2,20.3,0.2,2.1,1.6,0,77,0.8,0.2,0,6,71,31,57,0.3,0.4,92,0,0,1.1,14,31.8,0.2,0.5,25.2,0,67.5,54.6,41,30699
1937,sweet potato chips,149,9.1,0.8,2.6,3.4,15.9,2.5,0.8,2.5,0,50,1.3,0,13,88,0,69,0.6,0.4,0.1,0,0,2.7,80,16.5,0.1,0.6,18.2,0.4,40.6,259,87,0.1,45.4
1938,nacho cheese tortilla chips,156,8.2,1.2,2.7,3.7,18.2,0.8,2.2,1.5,0,0.2,0.5,21,0.2,23,85,0,21,0.4,0.2,38,0.1,0,0,2,41.1,71,0.3,22.5,0.1,75.6,66.9,72,30369
1939,vegetable chips,134,6.6,0.5,4.1,1.9,17.1,1.1,1.5,1.3,0,0.3,1.8,0,19,2,0,25,0.8,0.1,0.2,1.4,0,1.4,27,14.7,11,0.4,15,15,36.8,237.2,83,0.1,43.0
1940,taco flavor tortilla chips,1090,54.9,10.5,32.4,7.6,143.2,0,17.9,12,11.4,1.8,3.6,0,0.5,22,0,0.5,4.5,0.7,0.7,2,0,0,0,351.9,0.4,4.6,199.8,1,542.5,492.6,75,2.9,586.5
1941,potato chips barbecue,970,64.2,15.9,12.9,32.4,104.5,14,15.2,8.7,0,1.3,3.8,0,0.4,0.2,0,0.4,9.3,1.2,1.2,67.1,0,12.2,15,99,0.7,3.8,148.5,1,368.3,2496.80,20,1.9,362.5
1942,pita chips,137,4.6,0.4,3.3,0.6,20.5,1.4,3.5,1.1,0,0.3,0.6,33,0,0.2,42,0,77,2.1,0.2,39,0,0,2.1,51,5.1,65,1.4,11.1,0.2,37.2,38.7,3,29893
1943,potato chips sour cream and onion,1051,67.1,17.6,12.1,34.5,102,0,16,10.3,13.9,1.1,3.6,73,0.4,0.1,79,0.4,8,1.6,1.3,73.9,0,0,0,142.6,0.6,3.2,146.5,0.8,348.5,2635.40,0,1.9,415171
1944,adobo fresco,780,60.2,8.4,43.1,5.9,53.6,5.8,5.8,3.7,0,49.4,63.6,0,0.1,94,0,37,1.4,0,0,16.7,0,7.7,88,354.2,88,9.2,66.2,0,109.4,538.6,24,0.7,503.4
1945,chili pepper sauce red,3,89,73,96,71,0.6,0.4,0.1,0.1,0,3,14.1,0,42,93,0,42,41,0,20,4.5,0,5,18,1.4,0,51,1.8,0,2.4,84.6,60,37,6755
1946,creamy ranch sauce mcdonalds,132,14.7,2.2,3.1,8,1,1,0.3,0,5.9,0.2,11.7,0,9,0,7,75,9,21,6,0,0,1,0,8.2,79,39,0.8,56,8.5,22.1,0,71,24274
1947,catsup,19,66,26,51,65,4.5,3.7,0.2,53,0,0.2,11.8,0,2,38,0,73,0.2,91,45,0.7,0,0.2,94,2.7,80,73,2.6,79,4.8,53.6,96,15,8299
1948,chili pepper sauce green,3,32,48,37,16,0.8,0.4,0.1,0.3,0,30,14.1,0,2,70,0,46,0.1,0,70,10.2,0,6,36,0.8,62,23,1.8,0,2.1,84.6,23,90,12206
1949,red wine vinegar,3,0,0,0,0,11,0,55,0,0,92,14.1,0,0,0,0,0,0,0,0,53,0,0,0,0.9,95,49,0.6,21,1.2,5.8,0,65,1221
1950,fish sauce,6,13,80,0,39,0.7,0.7,0.9,0,0,1.4,12.8,58,52,43,47,31,0.4,86,93,12,0,0,0,7.7,89,0.1,31.5,82,1.3,51.8,21,57,9498
1951,coleslaw dressing reduced fat,56,3.4,0.5,1.5,1.3,6.8,6.6,0,45,4.3,0.3,6.3,0,57,0,10,84,97,71,96,0,0,0.3,68,6.1,0,80,0.9,69,5.1,8.5,80,71,16403
1952,sour dressing,21,2,1.6,0.2,35,0.6,0.6,0.4,0,0.6,94,9,23,46,46,75,20,33,80,84,0.1,0,0.2,24,13.6,17,91,1.2,21,10.4,19.4,58,64,16853
1953,guava sauce cooked,86,0.3,14,68,0.1,22.6,14,0.8,8.6,0,17,213.2,0,54,62,0,47,1,0,0.2,348.4,0,1.3,8,16.7,0.2,0.4,16.7,0.3,26.2,535.5,44,0.4,397.8
1954,pizza sauce,136,2.9,1.2,1.2,0.2,21.8,9.5,5.5,5,0,0.9,218.5,0,0,0.2,74,0,0.1,3.6,0.9,0.3,28.5,0,0,0,136.1,0.3,2.3,52.9,0.6,126,892.1,0,35.8
1955,sweetn sour sauce mcdonalds,48,0.3,75,91,0.1,11,10,0.2,0,0,0.2,16.1,0,37,0,0,60,0.1,42,69,0.3,0,0.2,0,1.7,76,0.2,1.7,49,4.5,27.7,0,50,13.7
1956,nance syrup,4,2,0,0,0,0.8,0.6,28,0.3,0,35,2.8,0,35,0,0,84,69,0,12,0.4,0,0,0,1.6,15,13,0.6,69,0.3,7.2,0,0,3227
1957,french dressing reduced fat,37,2.2,0.2,0.9,0.8,4.7,4.6,72,0.2,0,72,8.7,0,66,66,0,85,49,68,94,0,0,0.5,7,1.8,48,0.1,1.3,68,2.6,17.1,63,79,9052
1958,peppercorn dressing,76,8.2,1.4,2,4.4,0.5,0.3,0.2,0,6.6,0.1,4.3,91,0,12,17,0,0,0,20,90,89,0.6,49,2.9,2,55,0.3,0,3.5,23.6,83,11,11946
1959,sorghum syrup,61,0,0,0,0,15.7,15.7,0,0,0,96,4.8,0,30,0,0,51,20,0.2,0.1,0,0,0,0,31.5,98,0.8,21,0.3,11.8,210,13,46,48.0
1960,ranch dressing fat free,17,0.3,7,72,92,3.7,0.7,39,88,1,0.1,9.6,78,79,40,0,60,7,0.1,22,0,0,33,77,7,32,0.1,1.1,37,15.8,15.5,47,41,11204
1961,caesar dressing low calorie,17,0.7,0.1,0.2,0.4,2.8,2.4,28,53,0.3,0.2,11,87,38,65,0,79,36,89,0,0,0,0.1,96,3.6,67,16,0.3,29,2.9,4.4,50,29,7293
1962,sweet sour dressing,2,0,0,0,0,0.6,0.6,82,0,0,65,15.3,0,73,57,0,0,17,91,40,1.3,0,0.4,73,0.6,87,78,0.5,47,0.5,5.3,7,99,2587
1963,mayonnaise imitation fat free,13,0.4,5,0.3,31,2.5,1.6,43,0.3,1.4,0.1,12.6,0,0,0,0,29,0,0,0,0,0,40,23,1,95,8,0.3,0,0.8,7.8,37,37,4313
1964,sofrito,488,37.5,0,0,0,11.2,0,26.4,3.5,0,2.4,122.9,0,0.6,36,0,0.4,6,1.2,0.7,42,0,0,0,41.2,0.3,1.9,51.5,0.4,286.3,826.1,0,2.9,163.7
1965,turkey gravy instant,27,1,0.3,0.4,0.3,3.9,0.5,0.8,0.3,1.6,0.3,0.4,35,13,42,57,48,29,91,15,92,0,46,60,7.7,12,0.6,2,40,13.6,20.5,83,32,14333
